dataset,image_id,image_path,gender,race,age
fairface,fairface_006810,data/raw/fairface/fairface_006810.jpg,0,3,4
fairface,fairface_007637,data/raw/fairface/fairface_007637.jpg,0,3,7
fairface,fairface_006890,data/raw/fairface/fairface_006890.jpg,1,0,5
fairface,fairface_003761,data/raw/fairface/fairface_003761.jpg,0,5,3
fairface,fairface_000528,data/raw/fairface/fairface_000528.jpg,0,6,2
fairface,fairface_003179,data/raw/fairface/fairface_003179.jpg,0,2,5
fairface,fairface_009859,data/raw/fairface/fairface_009859.jpg,1,6,2
fairface,fairface_003907,data/raw/fairface/fairface_003907.jpg,1,5,1
fairface,fairface_000129,data/raw/fairface/fairface_000129.jpg,1,3,6
fairface,fairface_001397,data/raw/fairface/fairface_001397.jpg,0,2,1
fairface,fairface_006301,data/raw/fairface/fairface_006301.jpg,1,6,1
fairface,fairface_006440,data/raw/fairface/fairface_006440.jpg,0,5,2
fairface,fairface_005385,data/raw/fairface/fairface_005385.jpg,1,1,5
fairface,fairface_004098,data/raw/fairface/fairface_004098.jpg,1,3,6
fairface,fairface_001874,data/raw/fairface/fairface_001874.jpg,1,4,6
fairface,fairface_009785,data/raw/fairface/fairface_009785.jpg,1,3,7
fairface,fairface_007814,data/raw/fairface/fairface_007814.jpg,0,1,1
fairface,fairface_006869,data/raw/fairface/fairface_006869.jpg,0,5,3
fairface,fairface_007099,data/raw/fairface/fairface_007099.jpg,0,1,5
fairface,fairface_008910,data/raw/fairface/fairface_008910.jpg,0,6,5
fairface,fairface_006415,data/raw/fairface/fairface_006415.jpg,0,5,4
fairface,fairface_003374,data/raw/fairface/fairface_003374.jpg,1,3,4
fairface,fairface_002643,data/raw/fairface/fairface_002643.jpg,1,3,3
fairface,fairface_003292,data/raw/fairface/fairface_003292.jpg,0,6,4
fairface,fairface_001701,data/raw/fairface/fairface_001701.jpg,1,0,4
fairface,fairface_005700,data/raw/fairface/fairface_005700.jpg,0,1,1
fairface,fairface_002622,data/raw/fairface/fairface_002622.jpg,1,1,2
fairface,fairface_006573,data/raw/fairface/fairface_006573.jpg,0,0,1
fairface,fairface_004261,data/raw/fairface/fairface_004261.jpg,0,0,2
fairface,fairface_000830,data/raw/fairface/fairface_000830.jpg,0,2,3
fairface,fairface_003373,data/raw/fairface/fairface_003373.jpg,1,4,6
fairface,fairface_000739,data/raw/fairface/fairface_000739.jpg,0,2,3
fairface,fairface_008033,data/raw/fairface/fairface_008033.jpg,1,4,5
fairface,fairface_002840,data/raw/fairface/fairface_002840.jpg,0,5,3
fairface,fairface_008524,data/raw/fairface/fairface_008524.jpg,1,5,5
fairface,fairface_004167,data/raw/fairface/fairface_004167.jpg,1,6,4
fairface,fairface_004658,data/raw/fairface/fairface_004658.jpg,0,5,2
fairface,fairface_003664,data/raw/fairface/fairface_003664.jpg,0,3,4
fairface,fairface_009036,data/raw/fairface/fairface_009036.jpg,0,5,2
fairface,fairface_003848,data/raw/fairface/fairface_003848.jpg,1,5,1
fairface,fairface_001290,data/raw/fairface/fairface_001290.jpg,1,5,4
fairface,fairface_009175,data/raw/fairface/fairface_009175.jpg,0,2,5
fairface,fairface_001204,data/raw/fairface/fairface_001204.jpg,0,6,3
fairface,fairface_009095,data/raw/fairface/fairface_009095.jpg,0,0,3
fairface,fairface_008737,data/raw/fairface/fairface_008737.jpg,0,0,8
fairface,fairface_000230,data/raw/fairface/fairface_000230.jpg,1,6,4
fairface,fairface_004510,data/raw/fairface/fairface_004510.jpg,0,3,2
fairface,fairface_005307,data/raw/fairface/fairface_005307.jpg,1,0,3
fairface,fairface_001146,data/raw/fairface/fairface_001146.jpg,1,1,1
fairface,fairface_008255,data/raw/fairface/fairface_008255.jpg,1,3,4
fairface,fairface_006760,data/raw/fairface/fairface_006760.jpg,1,5,3
fairface,fairface_007671,data/raw/fairface/fairface_007671.jpg,1,1,3
fairface,fairface_004088,data/raw/fairface/fairface_004088.jpg,1,0,1
fairface,fairface_009102,data/raw/fairface/fairface_009102.jpg,0,3,4
fairface,fairface_009449,data/raw/fairface/fairface_009449.jpg,0,1,4
fairface,fairface_002007,data/raw/fairface/fairface_002007.jpg,1,4,5
fairface,fairface_009739,data/raw/fairface/fairface_009739.jpg,1,6,4
fairface,fairface_009189,data/raw/fairface/fairface_009189.jpg,1,3,4
fairface,fairface_005193,data/raw/fairface/fairface_005193.jpg,0,2,5
fairface,fairface_002803,data/raw/fairface/fairface_002803.jpg,0,0,3
fairface,fairface_000276,data/raw/fairface/fairface_000276.jpg,1,1,1
fairface,fairface_008195,data/raw/fairface/fairface_008195.jpg,0,6,2
fairface,fairface_006574,data/raw/fairface/fairface_006574.jpg,1,4,1
fairface,fairface_003239,data/raw/fairface/fairface_003239.jpg,0,1,4
fairface,fairface_007847,data/raw/fairface/fairface_007847.jpg,1,3,5
fairface,fairface_007495,data/raw/fairface/fairface_007495.jpg,1,2,3
fairface,fairface_003667,data/raw/fairface/fairface_003667.jpg,0,1,5
fairface,fairface_001624,data/raw/fairface/fairface_001624.jpg,0,4,3
fairface,fairface_001503,data/raw/fairface/fairface_001503.jpg,1,3,5
fairface,fairface_004587,data/raw/fairface/fairface_004587.jpg,1,4,5
fairface,fairface_005803,data/raw/fairface/fairface_005803.jpg,0,4,7
fairface,fairface_005805,data/raw/fairface/fairface_005805.jpg,1,4,5
fairface,fairface_000350,data/raw/fairface/fairface_000350.jpg,1,3,4
fairface,fairface_000130,data/raw/fairface/fairface_000130.jpg,0,4,4
fairface,fairface_009773,data/raw/fairface/fairface_009773.jpg,1,0,4
fairface,fairface_000245,data/raw/fairface/fairface_000245.jpg,1,3,3
fairface,fairface_007855,data/raw/fairface/fairface_007855.jpg,1,5,2
fairface,fairface_005814,data/raw/fairface/fairface_005814.jpg,1,6,4
fairface,fairface_003324,data/raw/fairface/fairface_003324.jpg,0,0,3
fairface,fairface_003108,data/raw/fairface/fairface_003108.jpg,1,5,2
fairface,fairface_001280,data/raw/fairface/fairface_001280.jpg,1,3,3
fairface,fairface_006811,data/raw/fairface/fairface_006811.jpg,1,1,7
fairface,fairface_006438,data/raw/fairface/fairface_006438.jpg,0,3,3
fairface,fairface_004868,data/raw/fairface/fairface_004868.jpg,0,0,4
fairface,fairface_005574,data/raw/fairface/fairface_005574.jpg,1,4,2
fairface,fairface_007114,data/raw/fairface/fairface_007114.jpg,1,3,4
fairface,fairface_009007,data/raw/fairface/fairface_009007.jpg,1,1,2
fairface,fairface_004546,data/raw/fairface/fairface_004546.jpg,0,0,4
fairface,fairface_005296,data/raw/fairface/fairface_005296.jpg,1,3,4
fairface,fairface_002241,data/raw/fairface/fairface_002241.jpg,0,2,5
fairface,fairface_002488,data/raw/fairface/fairface_002488.jpg,1,1,2
fairface,fairface_009592,data/raw/fairface/fairface_009592.jpg,1,4,2
fairface,fairface_006729,data/raw/fairface/fairface_006729.jpg,1,2,2
fairface,fairface_003492,data/raw/fairface/fairface_003492.jpg,1,1,6
fairface,fairface_006043,data/raw/fairface/fairface_006043.jpg,1,3,4
fairface,fairface_006656,data/raw/fairface/fairface_006656.jpg,1,5,1
fairface,fairface_000818,data/raw/fairface/fairface_000818.jpg,0,0,6
fairface,fairface_002173,data/raw/fairface/fairface_002173.jpg,0,5,3
fairface,fairface_002672,data/raw/fairface/fairface_002672.jpg,1,0,1
fairface,fairface_008520,data/raw/fairface/fairface_008520.jpg,1,2,4
fairface,fairface_004416,data/raw/fairface/fairface_004416.jpg,1,1,2
fairface,fairface_009530,data/raw/fairface/fairface_009530.jpg,0,3,5
fairface,fairface_006741,data/raw/fairface/fairface_006741.jpg,1,3,4
fairface,fairface_008368,data/raw/fairface/fairface_008368.jpg,1,5,2
fairface,fairface_001300,data/raw/fairface/fairface_001300.jpg,0,3,3
fairface,fairface_006648,data/raw/fairface/fairface_006648.jpg,1,3,3
fairface,fairface_003128,data/raw/fairface/fairface_003128.jpg,1,3,2
fairface,fairface_008893,data/raw/fairface/fairface_008893.jpg,1,2,4
fairface,fairface_006187,data/raw/fairface/fairface_006187.jpg,0,1,5
fairface,fairface_004121,data/raw/fairface/fairface_004121.jpg,1,0,4
fairface,fairface_003496,data/raw/fairface/fairface_003496.jpg,1,1,5
fairface,fairface_004943,data/raw/fairface/fairface_004943.jpg,0,5,1
fairface,fairface_001899,data/raw/fairface/fairface_001899.jpg,0,3,3
fairface,fairface_001036,data/raw/fairface/fairface_001036.jpg,0,3,2
fairface,fairface_002986,data/raw/fairface/fairface_002986.jpg,1,6,4
fairface,fairface_004999,data/raw/fairface/fairface_004999.jpg,0,5,4
fairface,fairface_000514,data/raw/fairface/fairface_000514.jpg,1,3,7
fairface,fairface_001384,data/raw/fairface/fairface_001384.jpg,1,4,3
fairface,fairface_002334,data/raw/fairface/fairface_002334.jpg,0,4,2
fairface,fairface_006718,data/raw/fairface/fairface_006718.jpg,0,6,5
fairface,fairface_000447,data/raw/fairface/fairface_000447.jpg,1,5,8
fairface,fairface_009509,data/raw/fairface/fairface_009509.jpg,1,4,5
fairface,fairface_006246,data/raw/fairface/fairface_006246.jpg,1,0,5
fairface,fairface_000046,data/raw/fairface/fairface_000046.jpg,1,0,7
fairface,fairface_005611,data/raw/fairface/fairface_005611.jpg,0,6,3
fairface,fairface_009961,data/raw/fairface/fairface_009961.jpg,1,5,3
fairface,fairface_008539,data/raw/fairface/fairface_008539.jpg,1,5,1
fairface,fairface_003416,data/raw/fairface/fairface_003416.jpg,1,3,3
fairface,fairface_008607,data/raw/fairface/fairface_008607.jpg,0,5,6
fairface,fairface_005387,data/raw/fairface/fairface_005387.jpg,1,1,3
fairface,fairface_009838,data/raw/fairface/fairface_009838.jpg,1,3,3
fairface,fairface_006484,data/raw/fairface/fairface_006484.jpg,0,0,3
fairface,fairface_001959,data/raw/fairface/fairface_001959.jpg,0,5,0
fairface,fairface_000387,data/raw/fairface/fairface_000387.jpg,0,2,2
fairface,fairface_002091,data/raw/fairface/fairface_002091.jpg,0,3,3
fairface,fairface_007106,data/raw/fairface/fairface_007106.jpg,0,3,0
fairface,fairface_004348,data/raw/fairface/fairface_004348.jpg,1,6,6
fairface,fairface_003435,data/raw/fairface/fairface_003435.jpg,0,6,5
fairface,fairface_001741,data/raw/fairface/fairface_001741.jpg,0,0,3
fairface,fairface_004998,data/raw/fairface/fairface_004998.jpg,0,1,1
fairface,fairface_000503,data/raw/fairface/fairface_000503.jpg,0,0,3
fairface,fairface_008181,data/raw/fairface/fairface_008181.jpg,1,6,2
fairface,fairface_009322,data/raw/fairface/fairface_009322.jpg,1,1,6
fairface,fairface_005653,data/raw/fairface/fairface_005653.jpg,0,0,3
fairface,fairface_007598,data/raw/fairface/fairface_007598.jpg,1,6,3
fairface,fairface_009387,data/raw/fairface/fairface_009387.jpg,1,5,6
fairface,fairface_003775,data/raw/fairface/fairface_003775.jpg,0,6,3
fairface,fairface_006343,data/raw/fairface/fairface_006343.jpg,0,3,3
fairface,fairface_004895,data/raw/fairface/fairface_004895.jpg,1,3,3
fairface,fairface_005096,data/raw/fairface/fairface_005096.jpg,1,6,7
fairface,fairface_007695,data/raw/fairface/fairface_007695.jpg,1,6,2
fairface,fairface_002301,data/raw/fairface/fairface_002301.jpg,0,5,4
fairface,fairface_007469,data/raw/fairface/fairface_007469.jpg,1,5,7
fairface,fairface_005726,data/raw/fairface/fairface_005726.jpg,0,5,6
fairface,fairface_008793,data/raw/fairface/fairface_008793.jpg,1,4,4
fairface,fairface_001612,data/raw/fairface/fairface_001612.jpg,0,4,3
fairface,fairface_002438,data/raw/fairface/fairface_002438.jpg,0,6,6
fairface,fairface_004580,data/raw/fairface/fairface_004580.jpg,0,3,5
fairface,fairface_005975,data/raw/fairface/fairface_005975.jpg,0,2,1
fairface,fairface_004518,data/raw/fairface/fairface_004518.jpg,1,6,5
fairface,fairface_002646,data/raw/fairface/fairface_002646.jpg,0,0,1
fairface,fairface_005033,data/raw/fairface/fairface_005033.jpg,0,6,1
fairface,fairface_001154,data/raw/fairface/fairface_001154.jpg,1,4,3
fairface,fairface_007567,data/raw/fairface/fairface_007567.jpg,1,3,1
fairface,fairface_005903,data/raw/fairface/fairface_005903.jpg,0,1,2
fairface,fairface_001608,data/raw/fairface/fairface_001608.jpg,1,6,4
fairface,fairface_005687,data/raw/fairface/fairface_005687.jpg,0,0,4
fairface,fairface_005631,data/raw/fairface/fairface_005631.jpg,1,6,5
fairface,fairface_009423,data/raw/fairface/fairface_009423.jpg,0,5,3
fairface,fairface_002222,data/raw/fairface/fairface_002222.jpg,1,0,1
fairface,fairface_004254,data/raw/fairface/fairface_004254.jpg,1,4,4
fairface,fairface_001312,data/raw/fairface/fairface_001312.jpg,0,1,4
fairface,fairface_003794,data/raw/fairface/fairface_003794.jpg,1,5,3
fairface,fairface_005224,data/raw/fairface/fairface_005224.jpg,1,0,0
fairface,fairface_003064,data/raw/fairface/fairface_003064.jpg,0,5,4
fairface,fairface_003447,data/raw/fairface/fairface_003447.jpg,0,0,0
fairface,fairface_002844,data/raw/fairface/fairface_002844.jpg,1,2,4
fairface,fairface_002024,data/raw/fairface/fairface_002024.jpg,1,1,5
fairface,fairface_005650,data/raw/fairface/fairface_005650.jpg,0,3,5
fairface,fairface_005300,data/raw/fairface/fairface_005300.jpg,0,6,1
fairface,fairface_006876,data/raw/fairface/fairface_006876.jpg,1,0,5
fairface,fairface_006684,data/raw/fairface/fairface_006684.jpg,1,0,1
fairface,fairface_008292,data/raw/fairface/fairface_008292.jpg,1,2,3
fairface,fairface_000168,data/raw/fairface/fairface_000168.jpg,1,0,3
fairface,fairface_006473,data/raw/fairface/fairface_006473.jpg,0,1,4
fairface,fairface_008848,data/raw/fairface/fairface_008848.jpg,1,1,4
fairface,fairface_006477,data/raw/fairface/fairface_006477.jpg,0,1,2
fairface,fairface_007517,data/raw/fairface/fairface_007517.jpg,1,5,4
fairface,fairface_008375,data/raw/fairface/fairface_008375.jpg,1,4,1
fairface,fairface_004172,data/raw/fairface/fairface_004172.jpg,0,2,4
fairface,fairface_002555,data/raw/fairface/fairface_002555.jpg,0,1,4
fairface,fairface_005843,data/raw/fairface/fairface_005843.jpg,1,4,6
fairface,fairface_003859,data/raw/fairface/fairface_003859.jpg,0,1,3
fairface,fairface_003331,data/raw/fairface/fairface_003331.jpg,0,2,4
fairface,fairface_006313,data/raw/fairface/fairface_006313.jpg,0,1,2
fairface,fairface_004218,data/raw/fairface/fairface_004218.jpg,0,2,4
fairface,fairface_000400,data/raw/fairface/fairface_000400.jpg,1,1,5
fairface,fairface_004448,data/raw/fairface/fairface_004448.jpg,1,1,1
fairface,fairface_000212,data/raw/fairface/fairface_000212.jpg,1,3,6
fairface,fairface_007592,data/raw/fairface/fairface_007592.jpg,1,3,6
fairface,fairface_001257,data/raw/fairface/fairface_001257.jpg,1,3,4
fairface,fairface_007934,data/raw/fairface/fairface_007934.jpg,1,0,5
fairface,fairface_004582,data/raw/fairface/fairface_004582.jpg,1,2,5
fairface,fairface_006532,data/raw/fairface/fairface_006532.jpg,0,4,3
fairface,fairface_005110,data/raw/fairface/fairface_005110.jpg,1,2,5
fairface,fairface_005508,data/raw/fairface/fairface_005508.jpg,1,4,3
fairface,fairface_003605,data/raw/fairface/fairface_003605.jpg,0,6,4
fairface,fairface_002047,data/raw/fairface/fairface_002047.jpg,0,3,4
fairface,fairface_001268,data/raw/fairface/fairface_001268.jpg,1,3,1
fairface,fairface_003977,data/raw/fairface/fairface_003977.jpg,1,6,2
fairface,fairface_001043,data/raw/fairface/fairface_001043.jpg,0,2,1
fairface,fairface_006400,data/raw/fairface/fairface_006400.jpg,0,6,4
fairface,fairface_009701,data/raw/fairface/fairface_009701.jpg,1,3,4
fairface,fairface_005825,data/raw/fairface/fairface_005825.jpg,0,1,1
fairface,fairface_008058,data/raw/fairface/fairface_008058.jpg,1,0,4
fairface,fairface_006133,data/raw/fairface/fairface_006133.jpg,1,1,1
fairface,fairface_007358,data/raw/fairface/fairface_007358.jpg,1,0,5
fairface,fairface_001445,data/raw/fairface/fairface_001445.jpg,0,5,5
fairface,fairface_002549,data/raw/fairface/fairface_002549.jpg,0,2,2
fairface,fairface_007772,data/raw/fairface/fairface_007772.jpg,1,3,6
fairface,fairface_004468,data/raw/fairface/fairface_004468.jpg,0,0,3
fairface,fairface_009908,data/raw/fairface/fairface_009908.jpg,1,4,6
fairface,fairface_000266,data/raw/fairface/fairface_000266.jpg,1,2,5
fairface,fairface_006407,data/raw/fairface/fairface_006407.jpg,0,2,3
fairface,fairface_004050,data/raw/fairface/fairface_004050.jpg,1,4,1
fairface,fairface_005754,data/raw/fairface/fairface_005754.jpg,1,5,3
fairface,fairface_000998,data/raw/fairface/fairface_000998.jpg,0,4,3
fairface,fairface_004173,data/raw/fairface/fairface_004173.jpg,0,1,4
fairface,fairface_009869,data/raw/fairface/fairface_009869.jpg,0,1,3
fairface,fairface_004265,data/raw/fairface/fairface_004265.jpg,0,2,4
fairface,fairface_001182,data/raw/fairface/fairface_001182.jpg,0,5,2
fairface,fairface_002375,data/raw/fairface/fairface_002375.jpg,0,2,1
fairface,fairface_007762,data/raw/fairface/fairface_007762.jpg,1,2,6
fairface,fairface_000635,data/raw/fairface/fairface_000635.jpg,0,1,3
fairface,fairface_007157,data/raw/fairface/fairface_007157.jpg,1,4,3
fairface,fairface_001887,data/raw/fairface/fairface_001887.jpg,0,5,6
fairface,fairface_007146,data/raw/fairface/fairface_007146.jpg,1,1,5
fairface,fairface_008088,data/raw/fairface/fairface_008088.jpg,0,5,5
fairface,fairface_000200,data/raw/fairface/fairface_000200.jpg,0,5,5
fairface,fairface_008162,data/raw/fairface/fairface_008162.jpg,0,4,6
fairface,fairface_002198,data/raw/fairface/fairface_002198.jpg,1,0,1
fairface,fairface_003075,data/raw/fairface/fairface_003075.jpg,1,5,6
fairface,fairface_003928,data/raw/fairface/fairface_003928.jpg,1,2,3
fairface,fairface_004406,data/raw/fairface/fairface_004406.jpg,1,4,7
fairface,fairface_003957,data/raw/fairface/fairface_003957.jpg,1,5,1
fairface,fairface_007294,data/raw/fairface/fairface_007294.jpg,1,4,4
fairface,fairface_005396,data/raw/fairface/fairface_005396.jpg,0,5,3
fairface,fairface_005603,data/raw/fairface/fairface_005603.jpg,0,4,3
fairface,fairface_002852,data/raw/fairface/fairface_002852.jpg,0,0,3
fairface,fairface_002731,data/raw/fairface/fairface_002731.jpg,0,6,1
fairface,fairface_001641,data/raw/fairface/fairface_001641.jpg,1,2,3
fairface,fairface_009172,data/raw/fairface/fairface_009172.jpg,1,4,5
fairface,fairface_009676,data/raw/fairface/fairface_009676.jpg,1,3,4
fairface,fairface_006996,data/raw/fairface/fairface_006996.jpg,1,4,2
fairface,fairface_006587,data/raw/fairface/fairface_006587.jpg,1,5,2
fairface,fairface_004011,data/raw/fairface/fairface_004011.jpg,0,1,2
fairface,fairface_005813,data/raw/fairface/fairface_005813.jpg,1,4,6
fairface,fairface_002046,data/raw/fairface/fairface_002046.jpg,1,6,3
fairface,fairface_004080,data/raw/fairface/fairface_004080.jpg,1,6,2
fairface,fairface_005269,data/raw/fairface/fairface_005269.jpg,0,6,0
fairface,fairface_009569,data/raw/fairface/fairface_009569.jpg,1,4,5
fairface,fairface_005681,data/raw/fairface/fairface_005681.jpg,1,0,4
fairface,fairface_005746,data/raw/fairface/fairface_005746.jpg,0,2,6
fairface,fairface_001200,data/raw/fairface/fairface_001200.jpg,1,2,1
fairface,fairface_007766,data/raw/fairface/fairface_007766.jpg,1,1,4
fairface,fairface_004186,data/raw/fairface/fairface_004186.jpg,1,4,6
fairface,fairface_004524,data/raw/fairface/fairface_004524.jpg,1,2,4
fairface,fairface_002403,data/raw/fairface/fairface_002403.jpg,0,5,3
fairface,fairface_001849,data/raw/fairface/fairface_001849.jpg,1,3,1
fairface,fairface_008389,data/raw/fairface/fairface_008389.jpg,1,1,4
fairface,fairface_002342,data/raw/fairface/fairface_002342.jpg,1,3,7
fairface,fairface_009554,data/raw/fairface/fairface_009554.jpg,0,6,6
fairface,fairface_005542,data/raw/fairface/fairface_005542.jpg,1,0,4
fairface,fairface_006370,data/raw/fairface/fairface_006370.jpg,1,3,5
fairface,fairface_004278,data/raw/fairface/fairface_004278.jpg,0,1,1
fairface,fairface_002258,data/raw/fairface/fairface_002258.jpg,0,3,4
fairface,fairface_004747,data/raw/fairface/fairface_004747.jpg,0,5,1
fairface,fairface_003332,data/raw/fairface/fairface_003332.jpg,1,0,4
fairface,fairface_008404,data/raw/fairface/fairface_008404.jpg,1,3,4
fairface,fairface_006774,data/raw/fairface/fairface_006774.jpg,1,2,1
fairface,fairface_008261,data/raw/fairface/fairface_008261.jpg,0,3,5
fairface,fairface_002051,data/raw/fairface/fairface_002051.jpg,1,2,3
fairface,fairface_003023,data/raw/fairface/fairface_003023.jpg,0,3,3
fairface,fairface_001226,data/raw/fairface/fairface_001226.jpg,1,1,1
fairface,fairface_009809,data/raw/fairface/fairface_009809.jpg,0,1,3
fairface,fairface_005556,data/raw/fairface/fairface_005556.jpg,1,1,6
fairface,fairface_004975,data/raw/fairface/fairface_004975.jpg,0,1,4
fairface,fairface_004522,data/raw/fairface/fairface_004522.jpg,1,2,3
fairface,fairface_009456,data/raw/fairface/fairface_009456.jpg,0,6,3
fairface,fairface_006236,data/raw/fairface/fairface_006236.jpg,0,3,3
fairface,fairface_006129,data/raw/fairface/fairface_006129.jpg,0,1,1
fairface,fairface_009989,data/raw/fairface/fairface_009989.jpg,1,4,3
fairface,fairface_008145,data/raw/fairface/fairface_008145.jpg,1,2,5
fairface,fairface_004216,data/raw/fairface/fairface_004216.jpg,1,0,0
fairface,fairface_000613,data/raw/fairface/fairface_000613.jpg,0,5,4
fairface,fairface_008995,data/raw/fairface/fairface_008995.jpg,0,4,1
fairface,fairface_007849,data/raw/fairface/fairface_007849.jpg,1,0,0
fairface,fairface_003321,data/raw/fairface/fairface_003321.jpg,1,3,5
fairface,fairface_003689,data/raw/fairface/fairface_003689.jpg,1,5,5
fairface,fairface_004441,data/raw/fairface/fairface_004441.jpg,1,3,5
fairface,fairface_008041,data/raw/fairface/fairface_008041.jpg,1,1,5
fairface,fairface_003933,data/raw/fairface/fairface_003933.jpg,1,3,3
fairface,fairface_009748,data/raw/fairface/fairface_009748.jpg,0,0,1
fairface,fairface_000517,data/raw/fairface/fairface_000517.jpg,1,0,1
fairface,fairface_009342,data/raw/fairface/fairface_009342.jpg,1,5,2
fairface,fairface_007916,data/raw/fairface/fairface_007916.jpg,0,1,5
fairface,fairface_002847,data/raw/fairface/fairface_002847.jpg,0,1,5
fairface,fairface_001203,data/raw/fairface/fairface_001203.jpg,1,1,3
fairface,fairface_007698,data/raw/fairface/fairface_007698.jpg,0,5,1
fairface,fairface_003106,data/raw/fairface/fairface_003106.jpg,0,2,3
fairface,fairface_007657,data/raw/fairface/fairface_007657.jpg,1,4,4
fairface,fairface_005683,data/raw/fairface/fairface_005683.jpg,1,4,4
fairface,fairface_005352,data/raw/fairface/fairface_005352.jpg,1,3,4
fairface,fairface_001275,data/raw/fairface/fairface_001275.jpg,0,5,6
fairface,fairface_006554,data/raw/fairface/fairface_006554.jpg,1,0,1
fairface,fairface_003744,data/raw/fairface/fairface_003744.jpg,1,6,4
fairface,fairface_002553,data/raw/fairface/fairface_002553.jpg,0,0,3
fairface,fairface_006157,data/raw/fairface/fairface_006157.jpg,0,4,4
fairface,fairface_001729,data/raw/fairface/fairface_001729.jpg,0,0,4
fairface,fairface_008677,data/raw/fairface/fairface_008677.jpg,0,6,3
fairface,fairface_004530,data/raw/fairface/fairface_004530.jpg,0,1,5
fairface,fairface_006768,data/raw/fairface/fairface_006768.jpg,0,2,6
fairface,fairface_007348,data/raw/fairface/fairface_007348.jpg,1,1,4
fairface,fairface_001414,data/raw/fairface/fairface_001414.jpg,0,5,2
fairface,fairface_006434,data/raw/fairface/fairface_006434.jpg,1,5,4
fairface,fairface_005616,data/raw/fairface/fairface_005616.jpg,1,5,3
fairface,fairface_000321,data/raw/fairface/fairface_000321.jpg,0,3,3
fairface,fairface_001394,data/raw/fairface/fairface_001394.jpg,0,1,5
fairface,fairface_002404,data/raw/fairface/fairface_002404.jpg,0,1,3
fairface,fairface_006036,data/raw/fairface/fairface_006036.jpg,0,5,4
fairface,fairface_003390,data/raw/fairface/fairface_003390.jpg,1,4,3
fairface,fairface_000834,data/raw/fairface/fairface_000834.jpg,0,5,3
fairface,fairface_001754,data/raw/fairface/fairface_001754.jpg,0,6,4
fairface,fairface_000480,data/raw/fairface/fairface_000480.jpg,0,0,6
fairface,fairface_003183,data/raw/fairface/fairface_003183.jpg,0,1,1
fairface,fairface_002490,data/raw/fairface/fairface_002490.jpg,1,2,4
fairface,fairface_009372,data/raw/fairface/fairface_009372.jpg,1,0,0
fairface,fairface_008459,data/raw/fairface/fairface_008459.jpg,1,3,7
fairface,fairface_009688,data/raw/fairface/fairface_009688.jpg,1,5,7
fairface,fairface_003676,data/raw/fairface/fairface_003676.jpg,1,4,6
fairface,fairface_001534,data/raw/fairface/fairface_001534.jpg,1,1,1
fairface,fairface_007653,data/raw/fairface/fairface_007653.jpg,0,2,5
fairface,fairface_008367,data/raw/fairface/fairface_008367.jpg,0,0,4
fairface,fairface_000290,data/raw/fairface/fairface_000290.jpg,1,5,6
fairface,fairface_005622,data/raw/fairface/fairface_005622.jpg,1,6,1
fairface,fairface_004090,data/raw/fairface/fairface_004090.jpg,1,2,1
fairface,fairface_005314,data/raw/fairface/fairface_005314.jpg,0,0,4
fairface,fairface_003007,data/raw/fairface/fairface_003007.jpg,0,1,4
fairface,fairface_005572,data/raw/fairface/fairface_005572.jpg,0,4,1
fairface,fairface_007905,data/raw/fairface/fairface_007905.jpg,0,3,3
fairface,fairface_002513,data/raw/fairface/fairface_002513.jpg,0,1,4
fairface,fairface_004454,data/raw/fairface/fairface_004454.jpg,1,3,4
fairface,fairface_003940,data/raw/fairface/fairface_003940.jpg,0,2,3
fairface,fairface_002992,data/raw/fairface/fairface_002992.jpg,0,4,4
fairface,fairface_004484,data/raw/fairface/fairface_004484.jpg,1,2,3
fairface,fairface_004256,data/raw/fairface/fairface_004256.jpg,0,3,4
fairface,fairface_000141,data/raw/fairface/fairface_000141.jpg,1,0,4
fairface,fairface_009697,data/raw/fairface/fairface_009697.jpg,0,1,3
fairface,fairface_001546,data/raw/fairface/fairface_001546.jpg,1,1,3
fairface,fairface_004540,data/raw/fairface/fairface_004540.jpg,0,1,4
fairface,fairface_002802,data/raw/fairface/fairface_002802.jpg,0,2,2
fairface,fairface_004886,data/raw/fairface/fairface_004886.jpg,0,0,0
fairface,fairface_000488,data/raw/fairface/fairface_000488.jpg,0,2,4
fairface,fairface_002873,data/raw/fairface/fairface_002873.jpg,0,3,3
fairface,fairface_007364,data/raw/fairface/fairface_007364.jpg,1,3,4
fairface,fairface_007184,data/raw/fairface/fairface_007184.jpg,0,0,3
fairface,fairface_008119,data/raw/fairface/fairface_008119.jpg,0,1,2
fairface,fairface_007692,data/raw/fairface/fairface_007692.jpg,0,1,3
fairface,fairface_001103,data/raw/fairface/fairface_001103.jpg,1,3,4
fairface,fairface_003350,data/raw/fairface/fairface_003350.jpg,1,4,6
fairface,fairface_003732,data/raw/fairface/fairface_003732.jpg,0,1,3
fairface,fairface_009403,data/raw/fairface/fairface_009403.jpg,1,0,3
fairface,fairface_007390,data/raw/fairface/fairface_007390.jpg,0,0,3
fairface,fairface_005688,data/raw/fairface/fairface_005688.jpg,1,5,5
fairface,fairface_006912,data/raw/fairface/fairface_006912.jpg,1,3,3
fairface,fairface_005950,data/raw/fairface/fairface_005950.jpg,1,3,1
fairface,fairface_006870,data/raw/fairface/fairface_006870.jpg,1,2,0
